Price,Close,High,Low,Open,Volume,SMA_50,RSI,MACD
Ticker,SOL-USD,SOL-USD,SOL-USD,SOL-USD,SOL-USD,,,
Date,,,,,,,,
2020-04-10,0.9510539770126343,1.3134870529174805,0.6941869854927063,0.8320050239562988,87364276,,,
2020-04-11,0.7768189907073975,1.0490729808807373,0.7650200128555298,0.9510539770126343,43862444,,,
2020-04-12,0.8825070261955261,0.9566699862480164,0.7624260187149048,0.7854480147361755,38736897,,,
2020-04-13,0.7778319716453552,0.8916029930114746,0.7739760279655457,0.8907600045204163,18211285,,,
2020-04-14,0.6619250178337097,0.7964720129966736,0.6281690001487732,0.7778319716453552,16747614,,,
2020-04-15,0.646651029586792,0.7049639821052551,0.6215310096740723,0.6692889928817749,13075275,,,
2020-04-16,0.6908159852027893,0.7741919755935669,0.6251069903373718,0.6308789849281311,21346031,,,
2020-04-17,0.6607279777526855,0.7196140289306641,0.6607279777526855,0.6893119812011719,9870810,,,
2020-04-18,0.6810960173606873,0.7176179885864258,0.6594269871711731,0.6607279777526855,9782112,,,
2020-04-19,0.6069689989089966,0.6846410036087036,0.5984870195388794,0.6815159916877747,9289670,,,
2020-04-20,0.538811981678009,0.6392539739608765,0.5205780267715454,0.6129480004310608,8342616,,,
2020-04-21,0.5876590013504028,0.6045860052108765,0.5085489749908447,0.5413870215415955,9711507,,,
2020-04-22,0.6916009783744812,0.7069640159606934,0.5696210265159607,0.5811660289764404,18828400,,,
2020-04-23,0.6274570226669312,0.6980770230293274,0.6003220081329346,0.6853470206260681,13485271,,37.113508635363935,
2020-04-24,0.6342419981956482,0.671019971370697,0.6139410138130188,0.6240209937095642,9064190,,37.85994119025909,
2020-04-25,0.6433290243148804,0.6709480285644531,0.6215469837188721,0.6305279731750488,7311905,,38.90584334090356,
2020-04-26,0.6355059742927551,0.6914989948272705,0.6311709880828857,0.6532149910926819,8320760,,38.308053546894335,
2020-04-27,0.5723720192909241,0.6602830290794373,0.561028003692627,0.6357139945030212,7406934,,33.795117348438694,
2020-04-28,0.6612930297851562,0.692147970199585,0.5684840083122253,0.5782529711723328,7470201,,43.831711735216345,
2020-04-29,0.7458400130271912,0.77777099609375,0.655273973941803,0.6622859835624695,8801144,,51.379116012371846,
2020-04-30,0.6910449862480164,0.800815999507904,0.6878809928894043,0.7471950054168701,5016892,,46.9736816422249,
2020-05-01,0.7287939786911011,0.7370709776878357,0.685903012752533,0.6910449862480164,4164272,,50.14513656558778,
2020-05-02,0.7158759832382202,0.7489809989929199,0.7079039812088013,0.7272679805755615,3441356,,49.063698146396014,
2020-05-03,0.6795349717140198,0.7298009991645813,0.6566159725189209,0.7147960066795349,3328344,,46.05462468309049,
2020-05-04,0.6674910187721252,0.7058119773864746,0.6184340119361877,0.6796249747276306,3443698,,45.06812105891645,
2020-05-05,0.6418370008468628,0.686214029788971,0.6264989972114563,0.6734399795532227,2847469,,42.95738327880377,
2020-05-06,0.6225839853286743,0.673891007900238,0.6225839853286743,0.6424540281295776,2677563,,41.39064979100423,
2020-05-07,0.6129779815673828,0.6322680115699768,0.5733759999275208,0.6225839853286743,3355830,,40.59511395604556,
2020-05-08,0.6049219965934753,0.6366180181503296,0.589851975440979,0.6129779815673828,2488195,,39.90245775315046,
2020-05-09,0.6045269966125488,0.6254289746284485,0.5884479880332947,0.6040419936180115,2128503,,39.86653946644826,
2020-05-10,0.5370339751243591,0.6123030185699463,0.5130810141563416,0.6044610142707825,2327581,,34.201447855631116,
2020-05-11,0.5152729749679565,0.5718600153923035,0.5051940083503723,0.5362550020217896,2098481,,32.59328087123218,
2020-05-12,0.5385760068893433,0.5597590208053589,0.5052509903907776,0.5133910179138184,2198625,,36.06044591094631,
2020-05-13,0.5505319833755493,0.564873993396759,0.5180379748344421,0.5383719801902771,2326446,,37.82740947609015,-0.007468427125331724
2020-05-14,0.5691180229187012,0.5809460282325745,0.5501099824905396,0.5505319833755493,2047897,,40.57658268327453,-0.004249484427396082
2020-05-15,0.5597519874572754,0.5746200084686279,0.5470929741859436,0.5691930055618286,1850070,,39.62568551907206,-0.0021798282342551933
2020-05-16,0.599120020866394,0.6065340042114258,0.5543609857559204,0.5589810013771057,2300409,,45.415926431361044,0.002176045338597922
2020-05-17,0.6129890084266663,0.6401960253715515,0.5891749858856201,0.5952280163764954,2936428,,47.33227583042016,0.0061042844000866875
2020-05-18,0.6526700258255005,0.6743929982185364,0.6096490025520325,0.6126819849014282,3314359,,52.473508191318984,0.011191916195570153
2020-05-19,0.6244540214538574,0.65447998046875,0.6112480163574219,0.6509739756584167,2380263,,48.82385071258435,0.012380992879449174
2020-05-20,0.5791559815406799,0.6266559958457947,0.5752829909324646,0.6224750280380249,2302926,,43.58304395993116,0.009945842993612265
2020-05-21,0.6089149713516235,0.6137890219688416,0.5433459877967834,0.579692006111145,2863017,,47.56512259498696,0.01013404838979047
2020-05-22,0.6388750076293945,0.6764320135116577,0.582830011844635,0.6052389740943909,3411419,,51.292511848784244,0.011946388785680273
2020-05-23,0.6130310297012329,0.6388490200042725,0.5882470011711121,0.6374149918556213,2638524,,48.11514060286376,0.011093189601543731
2020-05-24,0.5490530133247375,0.6132889986038208,0.5484319925308228,0.6132889986038208,2786816,,41.2953473390964,0.006155099091077809
