Price,Close,High,Low,Open,Volume,SMA_50,RSI,MACD
Ticker,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,,,
Date,,,,,,,,
2020-01-01,130.802001953125,132.83535766601562,129.1982879638672,129.6306610107422,7935230330,,,
2020-01-02,127.4101791381836,130.82003784179688,126.95491027832031,130.82003784179688,8032709256,,,
2020-01-03,134.1717071533203,134.55401611328125,126.49002075195312,127.41126251220703,10476845358,,,
2020-01-04,135.06936645507812,136.05271911621094,133.04055786132812,134.16851806640625,7430904515,,,
2020-01-05,136.2767791748047,139.4102020263672,135.04562377929688,135.0720977783203,7526675353,,,
2020-01-06,144.3041534423828,144.32818603515625,136.0796356201172,136.3055419921875,9093747121,,,
2020-01-07,143.5439910888672,145.00177001953125,140.48887634277344,144.31199645996094,9257954672,,,
2020-01-08,141.2581329345703,146.8280029296875,138.26820373535156,143.48782348632812,9387194957,,,
2020-01-09,138.9792022705078,141.39398193359375,136.2364044189453,141.15577697753906,7697325348,,,
2020-01-10,143.96377563476562,144.16732788085938,135.52040100097656,138.967041015625,9084816203,,,
2020-01-11,142.92710876464844,146.4809112548828,142.2079620361328,143.4091033935547,9332208590,,,
2020-01-12,145.87393188476562,146.14585876464844,142.7076416015625,143.0325469970703,8528167453,,,
2020-01-13,144.22659301757812,146.79122924804688,142.90713500976562,146.2201385498047,8378529470,,,
2020-01-14,165.95535278320312,167.68154907226562,144.06492614746094,144.2510528564453,16712318373,,83.42072566477196,
2020-01-15,166.23068237304688,170.42567443847656,161.109619140625,165.734619140625,15173694057,,83.53246681055109,
2020-01-16,164.39100646972656,167.0581512451172,159.7096405029297,166.33282470703125,13735193018,,79.66872086636481,
2020-01-17,170.7799530029297,173.0692138671875,162.77560424804688,164.4893798828125,14997091826,,82.66716213813686,
2020-01-18,175.3656768798828,178.52877807617188,166.7890167236328,170.7477264404297,14929342256,,84.44086044212298,
2020-01-19,166.9698486328125,177.2476348876953,163.67686462402344,175.46759033203125,13713374132,,70.26391280257272,
2020-01-20,167.12051391601562,169.11488342285156,162.33160400390625,166.9041290283203,11144529787,,70.36008319662443,
2020-01-21,169.69715881347656,169.9101104736328,165.81971740722656,167.0604705810547,9789369362,,72.02630738015398,
2020-01-22,168.29415893554688,171.00869750976562,166.77423095703125,169.60853576660156,9209827928,,69.72777817236837,
2020-01-23,162.92855834960938,168.31224060058594,160.29531860351562,168.2957000732422,10396868698,,61.627848076226655,
2020-01-24,163.05117797851562,164.3094482421875,156.74974060058594,162.8993682861328,10657671162,,61.73723819607865,
2020-01-25,161.283935546875,163.22723388671875,158.63247680664062,163.06729125976562,8256956802,,59.12130429651258,
2020-01-26,168.0771026611328,168.22032165527344,160.2811279296875,161.17681884765625,9261861590,,65.22158961082081,
2020-01-27,170.93089294433594,172.92291259765625,166.90109252929688,168.00885009765625,11004476145,,67.4210903023232,
2020-01-28,176.3703155517578,176.3703155517578,170.73806762695312,170.88485717773438,11772875064,,71.16442318042107,
2020-01-29,175.0503387451172,178.8429718017578,175.0503387451172,176.34788513183594,10725267311,,69.08982414430157,
2020-01-30,184.6904754638672,186.26048278808594,172.3746337890625,174.91770935058594,12604789338,,74.85512845741611,
2020-01-31,180.16017150878906,185.4058380126953,176.29681396484375,184.73690795898438,11728616394,,68.39863077448821,
2020-02-01,183.6739501953125,183.84555053710938,179.74517822265625,180.11376953125,11569697182,,70.52236343359633,
2020-02-02,188.61753845214844,193.0803985595703,180.1739501953125,183.53250122070312,14054425389,,73.24649002074209,
2020-02-03,189.8650665283203,193.4368896484375,188.0126953125,188.60740661621094,12392875241,,73.90193413433342,1.2077515262558336
2020-02-04,189.25059509277344,191.1114959716797,185.40362548828125,189.86172485351562,11714191695,,72.953866614784,1.0773061759207838
2020-02-05,204.23023986816406,206.8040008544922,188.752685546875,189.29910278320312,14865434435,,79.7679547913464,1.8107357321329687
2020-02-06,212.33908081054688,214.59771728515625,201.90406799316406,204.12969970703125,16425589683,,82.35896214655189,2.6045720722796197
2020-02-07,222.72605895996094,223.14093017578125,212.30419921875,212.31588745117188,16673443564,,85.00756142792359,3.534105049425042
2020-02-08,223.14651489257812,226.5880889892578,215.38629150390625,222.51097106933594,16741203125,,85.1050485315661,3.8558672905718065
2020-02-09,228.5785675048828,229.86424255371094,222.98223876953125,222.98223876953125,15031356241,,86.34079265390923,4.090863391079617
2020-02-10,223.522705078125,229.1846160888672,218.08004760742188,228.54913330078125,16210008511,,79.71207474293675,3.5805191303971764
2020-02-11,235.8511962890625,236.54713439941406,218.61761474609375,223.3849334716797,16964695963,,83.11605348567761,3.731031169186995
2020-02-12,265.4061279296875,272.3988342285156,235.89627075195312,235.89822387695312,24545049386,,88.21912343543816,5.378712453161462
2020-02-13,268.0992431640625,273.7410583496094,258.9225158691406,265.0527038574219,25801317504,,88.55847596572795,6.151898696830976
2020-02-14,284.2174987792969,285.0564270019531,262.76251220703125,268.0232849121094,23558253463,,90.35009027437374,7.1791763644981685
2020-02-15,264.72857666015625,287.1236877441406,264.2796630859375,284.5613098144531,23682452994,,75.04789835965909,6.023132328042305
2020-02-16,259.89471435546875,272.8824462890625,242.48440551757812,264.904052734375,25152366643,,71.79972662610521,4.4807500276121885
2020-02-17,266.3634338378906,266.8712463378906,244.3353271484375,259.89056396484375,26024080089,,73.45543837998476,3.488164445879317
